seed,policy,step,n_selected_probes,selected_probes,last_added_probe,n_calibration,n_test,deployment_active_prevalence,n_certified,certified_fraction,false_decisions,false_decision_rate_all,error_rate_among_certified,active_found,inactive_found,active_yield,inactive_yield
37,benchmark_aligned,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE,SR-ARE,1540,1539,0.008447043534762833,67.0,0.043534762833008445,2.0,0.001299545159194282,0.029850746268656716,0.0,65.0,0.0,0.04259501965923984
37,benchmark_aligned,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE;SR-ATAD5,SR-ATAD5,1540,1539,0.008447043534762833,108.0,0.07017543859649122,4.0,0.002599090318388564,0.037037037037037035,0.0,104.0,0.0,0.06815203145478375
37,benchmark_aligned,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE;SR-ATAD5;SR-HSE,SR-HSE,1540,1539,0.008447043534762833,107.0,0.06952566601689408,4.0,0.002599090318388564,0.037383177570093455,0.0,103.0,0.0,0.0674967234600262
37,random,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.008447043534762833,79.0,0.051332033788174136,2.0,0.001299545159194282,0.02531645569620253,0.0,77.0,0.0,0.05045871559633028
37,random,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE,SR-HSE,1540,1539,0.008447043534762833,79.0,0.051332033788174136,2.0,0.001299545159194282,0.02531645569620253,0.0,77.0,0.0,0.05045871559633028
37,random,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-MMP,SR-MMP,1540,1539,0.008447043534762833,71.0,0.04613385315139701,2.0,0.001299545159194282,0.028169014084507043,0.0,69.0,0.0,0.045216251638269984
37,random,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-MMP;SR-ATAD5,SR-ATAD5,1540,1539,0.008447043534762833,71.0,0.04613385315139701,2.0,0.001299545159194282,0.028169014084507043,0.0,69.0,0.0,0.045216251638269984
37,random,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-MMP;SR-ATAD5;SR-ARE,SR-ARE,1540,1539,0.008447043534762833,107.0,0.06952566601689408,4.0,0.002599090318388564,0.037383177570093455,0.0,103.0,0.0,0.0674967234600262
37,oracle,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.008447043534762833,79.0,0.051332033788174136,2.0,0.001299545159194282,0.02531645569620253,0.0,77.0,0.0,0.05045871559633028
37,oracle,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE,SR-HSE,1540,1539,0.008447043534762833,79.0,0.051332033788174136,2.0,0.001299545159194282,0.02531645569620253,0.0,77.0,0.0,0.05045871559633028
37,oracle,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.008447043534762833,79.0,0.051332033788174136,2.0,0.001299545159194282,0.02531645569620253,0.0,77.0,0.0,0.05045871559633028
37,oracle,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-ARE,SR-ARE,1540,1539,0.008447043534762833,72.0,0.04678362573099415,2.0,0.001299545159194282,0.027777777777777776,0.0,70.0,0.0,0.045871559633027525
37,oracle,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-ARE;SR-MMP,SR-MMP,1540,1539,0.008447043534762833,107.0,0.06952566601689408,4.0,0.002599090318388564,0.037383177570093455,0.0,103.0,0.0,0.0674967234600262
38,response_rank,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.011695906432748537,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
38,response_rank,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP,SR-MMP,1540,1539,0.011695906432748537,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
38,response_rank,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ATAD5,SR-ATAD5,1540,1539,0.011695906432748537,1269.0,0.8245614035087719,6.0,0.003898635477582846,0.004728132387706856,0.0,1263.0,0.0,0.8303747534516766
38,response_rank,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ATAD5;SR-HSE,SR-HSE,1540,1539,0.011695906432748537,1252.0,0.8135152696556205,6.0,0.003898635477582846,0.004792332268370607,0.0,1246.0,0.0,0.819197896120973
38,response_rank,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ATAD5;SR-HSE;SR-ARE,SR-ARE,1540,1539,0.011695906432748537,1196.0,0.7771280051981806,4.0,0.002599090318388564,0.0033444816053511705,0.0,1192.0,0.0,0.7836949375410914
38,uncertainty,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.011695906432748537,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
38,uncertainty,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE,SR-ARE,1540,1539,0.011695906432748537,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
38,uncertainty,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP,SR-MMP,1540,1539,0.011695906432748537,59.0,0.03833658219623132,3.0,0.001949317738791423,0.05084745762711865,0.0,56.0,0.0,0.036817882971729124
38,uncertainty,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-HSE,SR-HSE,1540,1539,0.011695906432748537,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
38,uncertainty,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.011695906432748537,1196.0,0.7771280051981806,4.0,0.002599090318388564,0.0033444816053511705,0.0,1192.0,0.0,0.7836949375410914
38,diversity,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.011695906432748537,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
38,diversity,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE,SR-HSE,1540,1539,0.011695906432748537,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
38,diversity,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.011695906432748537,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
38,diversity,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-MMP,SR-MMP,1540,1539,0.011695906432748537,1252.0,0.8135152696556205,6.0,0.003898635477582846,0.004792332268370607,0.0,1246.0,0.0,0.819197896120973
38,diversity,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-MMP;SR-ARE,SR-ARE,1540,1539,0.011695906432748537,1196.0,0.7771280051981806,4.0,0.002599090318388564,0.0033444816053511705,0.0,1192.0,0.0,0.7836949375410914
38,benchmark_aligned,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.011695906432748537,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
38,benchmark_aligned,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP,SR-MMP,1540,1539,0.011695906432748537,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
38,benchmark_aligned,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE,SR-ARE,1540,1539,0.011695906432748537,59.0,0.03833658219623132,3.0,0.001949317738791423,0.05084745762711865,0.0,56.0,0.0,0.036817882971729124
38,benchmark_aligned,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE;SR-ATAD5,SR-ATAD5,1540,1539,0.011695906432748537,1212.0,0.7875243664717348,4.0,0.002599090318388564,0.0033003300330033004,0.0,1208.0,0.0,0.7942143326758712
38,benchmark_aligned,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE;SR-ATAD5;SR-HSE,SR-HSE,1540,1539,0.011695906432748537,1196.0,0.7771280051981806,4.0,0.002599090318388564,0.0033444816053511705,0.0,1192.0,0.0,0.7836949375410914
38,random,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.011695906432748537,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
38,random,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ATAD5,SR-ATAD5,1540,1539,0.011695906432748537,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
38,random,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ATAD5;SR-ARE,SR-ARE,1540,1539,0.011695906432748537,1236.0,0.8031189083820662,4.0,0.002599090318388564,0.003236245954692557,0.0,1232.0,0.0,0.8099934253780408
38,random,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ATAD5;SR-ARE;SR-HSE,SR-HSE,1540,1539,0.011695906432748537,1220.0,0.792722547108512,4.0,0.002599090318388564,0.003278688524590164,0.0,1216.0,0.0,0.799474030243261
38,random,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ATAD5;SR-ARE;SR-HSE;SR-MMP,SR-MMP,1540,1539,0.011695906432748537,1196.0,0.7771280051981806,4.0,0.002599090318388564,0.0033444816053511705,0.0,1192.0,0.0,0.7836949375410914
38,oracle,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.011695906432748537,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
38,oracle,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP,SR-MMP,1540,1539,0.011695906432748537,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
38,oracle,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ATAD5,SR-ATAD5,1540,1539,0.011695906432748537,1269.0,0.8245614035087719,6.0,0.003898635477582846,0.004728132387706856,0.0,1263.0,0.0,0.8303747534516766
38,oracle,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ATAD5;SR-HSE,SR-HSE,1540,1539,0.011695906432748537,1252.0,0.8135152696556205,6.0,0.003898635477582846,0.004792332268370607,0.0,1246.0,0.0,0.819197896120973
38,oracle,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ATAD5;SR-HSE;SR-ARE,SR-ARE,1540,1539,0.011695906432748537,1196.0,0.7771280051981806,4.0,0.002599090318388564,0.0033444816053511705,0.0,1192.0,0.0,0.7836949375410914
39,response_rank,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,response_rank,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP,SR-MMP,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,response_rank,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE,SR-HSE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,response_rank,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,response_rank,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE;SR-ATAD5;SR-ARE,SR-ARE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,uncertainty,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,uncertainty,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE,SR-ARE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,uncertainty,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP,SR-MMP,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,uncertainty,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-HSE,SR-HSE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,uncertainty,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,diversity,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,diversity,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE,SR-HSE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,diversity,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,diversity,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-ARE,SR-ARE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,diversity,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-ARE;SR-MMP,SR-MMP,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,benchmark_aligned,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,benchmark_aligned,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP,SR-MMP,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,benchmark_aligned,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE,SR-ARE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,benchmark_aligned,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE;SR-ATAD5,SR-ATAD5,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,benchmark_aligned,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE;SR-ATAD5;SR-HSE,SR-HSE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,random,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,random,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE,SR-HSE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,random,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-MMP,SR-MMP,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,random,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-MMP;SR-ARE,SR-ARE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,random,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-MMP;SR-ARE;SR-ATAD5,SR-ATAD5,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,oracle,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,oracle,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP,SR-MMP,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,oracle,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE,SR-HSE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,oracle,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
39,oracle,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE;SR-ATAD5;SR-ARE,SR-ARE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
40,response_rank,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
40,response_rank,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP,SR-MMP,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
40,response_rank,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE,SR-HSE,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
40,response_rank,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
40,response_rank,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE;SR-ATAD5;SR-ARE,SR-ARE,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
40,uncertainty,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
40,uncertainty,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE,SR-ARE,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
40,uncertainty,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP,SR-MMP,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
40,uncertainty,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-HSE,SR-HSE,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
40,uncertainty,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
40,diversity,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
40,diversity,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE,SR-HSE,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
40,diversity,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
40,diversity,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-MMP,SR-MMP,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
40,diversity,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-MMP;SR-ARE,SR-ARE,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
40,benchmark_aligned,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
40,benchmark_aligned,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE,SR-ARE,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
40,benchmark_aligned,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP,SR-MMP,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
40,benchmark_aligned,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-ATAD5,SR-ATAD5,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
