seed,policy,step,n_selected_probes,selected_probes,last_added_probe,n_calibration,n_test,deployment_active_prevalence,n_certified,certified_fraction,false_decisions,false_decision_rate_all,error_rate_among_certified,active_found,inactive_found,active_yield,inactive_yield
0,response_rank,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,response_rank,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP,SR-MMP,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,response_rank,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE,SR-HSE,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,response_rank,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,response_rank,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE;SR-ATAD5;SR-ARE,SR-ARE,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,uncertainty,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,uncertainty,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE,SR-ARE,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,uncertainty,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP,SR-MMP,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,uncertainty,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-HSE,SR-HSE,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,uncertainty,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,diversity,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,diversity,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE,SR-HSE,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,diversity,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,diversity,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-MMP,SR-MMP,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,diversity,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-MMP;SR-ARE,SR-ARE,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,benchmark_aligned,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,benchmark_aligned,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP,SR-MMP,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,benchmark_aligned,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE,SR-ARE,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,benchmark_aligned,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE;SR-ATAD5,SR-ATAD5,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,benchmark_aligned,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE;SR-ATAD5;SR-HSE,SR-HSE,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,random,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,random,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE,SR-HSE,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,random,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,random,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-MMP,SR-MMP,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,random,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-MMP;SR-ARE,SR-ARE,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,oracle,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,oracle,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP,SR-MMP,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,oracle,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE,SR-HSE,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,oracle,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
0,oracle,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE;SR-ATAD5;SR-ARE,SR-ARE,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
1,response_rank,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.007797270955165692,72.0,0.04678362573099415,2.0,0.001299545159194282,0.027777777777777776,0.0,70.0,0.0,0.045841519318926
1,response_rank,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ATAD5,SR-ATAD5,1540,1539,0.007797270955165692,72.0,0.04678362573099415,2.0,0.001299545159194282,0.027777777777777776,0.0,70.0,0.0,0.045841519318926
1,response_rank,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ATAD5;SR-HSE,SR-HSE,1540,1539,0.007797270955165692,71.0,0.04613385315139701,2.0,0.001299545159194282,0.028169014084507043,0.0,69.0,0.0,0.04518664047151277
1,response_rank,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ATAD5;SR-HSE;SR-MMP,SR-MMP,1540,1539,0.007797270955165692,64.0,0.04158544509421702,2.0,0.001299545159194282,0.03125,0.0,62.0,0.0,0.04060248853962017
1,response_rank,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ATAD5;SR-HSE;SR-MMP;SR-ARE,SR-ARE,1540,1539,0.007797270955165692,59.0,0.03833658219623132,2.0,0.001299545159194282,0.03389830508474576,0.0,57.0,0.0,0.03732809430255403
1,uncertainty,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.007797270955165692,72.0,0.04678362573099415,2.0,0.001299545159194282,0.027777777777777776,0.0,70.0,0.0,0.045841519318926
1,uncertainty,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE,SR-ARE,1540,1539,0.007797270955165692,64.0,0.04158544509421702,2.0,0.001299545159194282,0.03125,0.0,62.0,0.0,0.04060248853962017
1,uncertainty,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP,SR-MMP,1540,1539,0.007797270955165692,60.0,0.03898635477582846,2.0,0.001299545159194282,0.03333333333333333,0.0,58.0,0.0,0.03798297314996726
1,uncertainty,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-HSE,SR-HSE,1540,1539,0.007797270955165692,59.0,0.03833658219623132,2.0,0.001299545159194282,0.03389830508474576,0.0,57.0,0.0,0.03732809430255403
1,uncertainty,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.007797270955165692,59.0,0.03833658219623132,2.0,0.001299545159194282,0.03389830508474576,0.0,57.0,0.0,0.03732809430255403
1,diversity,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.007797270955165692,72.0,0.04678362573099415,2.0,0.001299545159194282,0.027777777777777776,0.0,70.0,0.0,0.045841519318926
1,diversity,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE,SR-HSE,1540,1539,0.007797270955165692,71.0,0.04613385315139701,2.0,0.001299545159194282,0.028169014084507043,0.0,69.0,0.0,0.04518664047151277
1,diversity,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.007797270955165692,71.0,0.04613385315139701,2.0,0.001299545159194282,0.028169014084507043,0.0,69.0,0.0,0.04518664047151277
1,diversity,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-MMP,SR-MMP,1540,1539,0.007797270955165692,64.0,0.04158544509421702,2.0,0.001299545159194282,0.03125,0.0,62.0,0.0,0.04060248853962017
1,diversity,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-MMP;SR-ARE,SR-ARE,1540,1539,0.007797270955165692,59.0,0.03833658219623132,2.0,0.001299545159194282,0.03389830508474576,0.0,57.0,0.0,0.03732809430255403
1,benchmark_aligned,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.007797270955165692,72.0,0.04678362573099415,2.0,0.001299545159194282,0.027777777777777776,0.0,70.0,0.0,0.045841519318926
1,benchmark_aligned,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP,SR-MMP,1540,1539,0.007797270955165692,65.0,0.04223521767381416,2.0,0.001299545159194282,0.03076923076923077,0.0,63.0,0.0,0.0412573673870334
1,benchmark_aligned,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE,SR-ARE,1540,1539,0.007797270955165692,60.0,0.03898635477582846,2.0,0.001299545159194282,0.03333333333333333,0.0,58.0,0.0,0.03798297314996726
1,benchmark_aligned,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE;SR-ATAD5,SR-ATAD5,1540,1539,0.007797270955165692,60.0,0.03898635477582846,2.0,0.001299545159194282,0.03333333333333333,0.0,58.0,0.0,0.03798297314996726
1,benchmark_aligned,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE;SR-ATAD5;SR-HSE,SR-HSE,1540,1539,0.007797270955165692,59.0,0.03833658219623132,2.0,0.001299545159194282,0.03389830508474576,0.0,57.0,0.0,0.03732809430255403
1,random,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.007797270955165692,72.0,0.04678362573099415,2.0,0.001299545159194282,0.027777777777777776,0.0,70.0,0.0,0.045841519318926
1,random,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP,SR-MMP,1540,1539,0.007797270955165692,65.0,0.04223521767381416,2.0,0.001299545159194282,0.03076923076923077,0.0,63.0,0.0,0.0412573673870334
1,random,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ATAD5,SR-ATAD5,1540,1539,0.007797270955165692,65.0,0.04223521767381416,2.0,0.001299545159194282,0.03076923076923077,0.0,63.0,0.0,0.0412573673870334
1,random,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ATAD5;SR-ARE,SR-ARE,1540,1539,0.007797270955165692,60.0,0.03898635477582846,2.0,0.001299545159194282,0.03333333333333333,0.0,58.0,0.0,0.03798297314996726
1,random,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ATAD5;SR-ARE;SR-HSE,SR-HSE,1540,1539,0.007797270955165692,59.0,0.03833658219623132,2.0,0.001299545159194282,0.03389830508474576,0.0,57.0,0.0,0.03732809430255403
1,oracle,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.007797270955165692,72.0,0.04678362573099415,2.0,0.001299545159194282,0.027777777777777776,0.0,70.0,0.0,0.045841519318926
1,oracle,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ATAD5,SR-ATAD5,1540,1539,0.007797270955165692,72.0,0.04678362573099415,2.0,0.001299545159194282,0.027777777777777776,0.0,70.0,0.0,0.045841519318926
1,oracle,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ATAD5;SR-HSE,SR-HSE,1540,1539,0.007797270955165692,71.0,0.04613385315139701,2.0,0.001299545159194282,0.028169014084507043,0.0,69.0,0.0,0.04518664047151277
1,oracle,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ATAD5;SR-HSE;SR-MMP,SR-MMP,1540,1539,0.007797270955165692,64.0,0.04158544509421702,2.0,0.001299545159194282,0.03125,0.0,62.0,0.0,0.04060248853962017
1,oracle,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ATAD5;SR-HSE;SR-MMP;SR-ARE,SR-ARE,1540,1539,0.007797270955165692,59.0,0.03833658219623132,2.0,0.001299545159194282,0.03389830508474576,0.0,57.0,0.0,0.03732809430255403
2,response_rank,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,response_rank,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP,SR-MMP,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,response_rank,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE,SR-HSE,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,response_rank,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,response_rank,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE;SR-ATAD5;SR-ARE,SR-ARE,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,uncertainty,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,uncertainty,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE,SR-ARE,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,uncertainty,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP,SR-MMP,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,uncertainty,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-HSE,SR-HSE,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,uncertainty,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,diversity,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,diversity,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE,SR-HSE,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,diversity,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,diversity,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-MMP,SR-MMP,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,diversity,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-MMP;SR-ARE,SR-ARE,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,benchmark_aligned,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,benchmark_aligned,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP,SR-MMP,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,benchmark_aligned,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE,SR-ARE,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,benchmark_aligned,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE;SR-ATAD5,SR-ATAD5,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,benchmark_aligned,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE;SR-ATAD5;SR-HSE,SR-HSE,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,random,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,random,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE,SR-HSE,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,random,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,random,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-MMP,SR-MMP,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,random,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-MMP;SR-ARE,SR-ARE,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,oracle,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,oracle,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP,SR-MMP,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,oracle,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE,SR-HSE,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,oracle,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
2,oracle,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE;SR-ATAD5;SR-ARE,SR-ARE,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
3,response_rank,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
3,response_rank,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP,SR-MMP,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
3,response_rank,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE,SR-HSE,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
