seed,setting,model,span_rank,benchmark_mae,deployment_residual,certified_fraction
3040,structured,A,3,0.03214695329792098,0.791495056204969,0.04
3040,structured,B,4,0.05715146691379553,0.7493195797495623,0.08
3040,structured,C,6,0.08850663684513972,0.5409352645970994,0.63
3040,structured,D,7,0.13686931870416882,0.42146394219665845,0.9
3040,structured,E,8,0.17625235440369705,0.08405085850728608,1.0
4040,null_equal_noise,A,3,0.07909736353422239,0.7802720311606874,0.1
4040,null_equal_noise,B,4,0.08240140528482613,0.6811403547400796,0.25
4040,null_equal_noise,C,6,0.08051320764168812,0.5201933528965124,0.77
4040,null_equal_noise,D,7,0.07930189820481993,0.46454953862648535,0.85
4040,null_equal_noise,E,8,0.0754330414496097,0.07101536397822654,1.0
3041,structured,A,3,0.03432998565652954,0.8078495649805603,0.05
3041,structured,B,4,0.05342723402205181,0.7138037885170179,0.17
3041,structured,C,6,0.09509758896667207,0.46363222830640316,0.62
3041,structured,D,7,0.1304320393622193,0.3078846643661569,0.98
3041,structured,E,8,0.17833983668552553,0.04164685887733445,1.0
4041,null_equal_noise,A,3,0.07913773931323738,0.8112769993007873,0.08
4041,null_equal_noise,B,4,0.07707127909468994,0.7041551657884447,0.26
4041,null_equal_noise,C,6,0.08029403400408187,0.4774784894898057,0.79
4041,null_equal_noise,D,7,0.08139639405182696,0.4088318910127715,0.86
4041,null_equal_noise,E,8,0.07851456949644454,0.0490385844648293,1.0
3042,structured,A,3,0.03216065674395638,0.8122819546198107,0.02
3042,structured,B,4,0.057171772273105534,0.7060220774616682,0.15
3042,structured,C,6,0.08866358090257283,0.41314738933332945,0.77
3042,structured,D,7,0.12606012664219424,0.2819960909926947,1.0
3042,structured,E,8,0.17443857778873265,0.026875830495803704,1.0
4042,null_equal_noise,A,3,0.08334192316073794,0.8157492535369087,0.01
4042,null_equal_noise,B,4,0.08217781173342466,0.7189409657939396,0.2
4042,null_equal_noise,C,6,0.08245759246692799,0.5836399246459412,0.36
4042,null_equal_noise,D,7,0.08110268646779016,0.3228626940962626,1.0
4042,null_equal_noise,E,8,0.08228033255361468,0.015004481354386917,1.0
3043,structured,A,3,0.029447999714174045,0.793973764592118,0.06
3043,structured,B,4,0.057532961815769584,0.7029865193742186,0.17
3043,structured,C,6,0.0879451144594843,0.4836998267615832,0.75
3043,structured,D,7,0.12860277325430025,0.33934740343080705,0.94
3043,structured,E,8,0.17848842090359104,0.2435408065727449,1.0
4043,null_equal_noise,A,3,0.08132747724170483,0.7618949891811078,0.08
4043,null_equal_noise,B,4,0.07975016717243012,0.7157492931547111,0.14
4043,null_equal_noise,C,6,0.07726610732460586,0.47987735517287705,0.72
4043,null_equal_noise,D,7,0.08012420914561286,0.20451513856445433,1.0
4043,null_equal_noise,E,8,0.08133583859036865,0.15984524967629132,1.0
3044,structured,A,3,0.03385108666597293,0.7822297005233652,0.03
3044,structured,B,4,0.05630061483424019,0.7545181525333541,0.06
3044,structured,C,6,0.08858209680594845,0.5052857264895617,0.57
3044,structured,D,7,0.12614541871669016,0.36647650997722836,0.84
3044,structured,E,8,0.17738901824288617,0.11262379218386905,1.0
4044,null_equal_noise,A,3,0.07867178353202309,0.7906296662564302,0.06
4044,null_equal_noise,B,4,0.07536629168349217,0.7545170344730713,0.09
4044,null_equal_noise,C,6,0.07485061981562731,0.5627689347164768,0.39
4044,null_equal_noise,D,7,0.08125761162062924,0.4123701203468437,0.82
4044,null_equal_noise,E,8,0.07778507113648157,0.16711796594533287,1.0
3045,structured,A,3,0.032497433935952065,0.7952860618079065,0.05
3045,structured,B,4,0.055691328215854145,0.7058807873561573,0.17
3045,structured,C,6,0.08753177047408858,0.5132650802577321,0.61
3045,structured,D,7,0.13343286233446522,0.34850835732172114,1.0
3045,structured,E,8,0.1824426685082783,0.0442941027753334,1.0
4045,null_equal_noise,A,3,0.0806923498052915,0.8068350552829537,0.04
4045,null_equal_noise,B,4,0.08477452225569823,0.6905486696624027,0.21
4045,null_equal_noise,C,6,0.08407339508032244,0.46460156011112563,0.63
4045,null_equal_noise,D,7,0.08338422301991577,0.3892581926417304,0.84
4045,null_equal_noise,E,8,0.08149809482679851,0.02074169810760862,1.0
3046,structured,A,3,0.03118112685819917,0.820710273050702,0.01
3046,structured,B,4,0.05852786655759968,0.7380784356509749,0.06
3046,structured,C,6,0.0873331092953013,0.49323686343939627,0.58
3046,structured,D,7,0.1255810311358205,0.3902292702857947,0.89
3046,structured,E,8,0.18323619132619978,0.07944578897836996,1.0
4046,null_equal_noise,A,3,0.07933009910713104,0.8079988108048459,0.03
4046,null_equal_noise,B,4,0.08342721064156539,0.7135716828691739,0.13
4046,null_equal_noise,C,6,0.07500925909591771,0.41199825572939774,0.76
4046,null_equal_noise,D,7,0.08688059831780397,0.3224337887051068,0.99
4046,null_equal_noise,E,8,0.080143727311746,0.1506701261223149,1.0
3047,structured,A,3,0.032026767529896076,0.7887990677539791,0.08
3047,structured,B,4,0.057260813697488484,0.7265757365743607,0.15
3047,structured,C,6,0.09202146303889838,0.4889839671150583,0.6
3047,structured,D,7,0.13225275622314653,0.2738214340576199,1.0
3047,structured,E,8,0.17166702509097956,0.0849894926465202,1.0
4047,null_equal_noise,A,3,0.0768763930166925,0.8075999839798856,0.02
4047,null_equal_noise,B,4,0.08562198110124748,0.6655218234050797,0.2
4047,null_equal_noise,C,6,0.07817593445276518,0.5289684658961338,0.54
4047,null_equal_noise,D,7,0.08214949729147428,0.335246288496324,0.95
4047,null_equal_noise,E,8,0.0814487291099916,0.07707856000641172,1.0
3048,structured,A,3,0.03216530992613673,0.8314349392365232,0.03
3048,structured,B,4,0.053675245029554654,0.7086352143636667,0.13
3048,structured,C,6,0.0960371439757923,0.5923440229324879,0.38
3048,structured,D,7,0.12450954258718794,0.29638678407189056,1.0
3048,structured,E,8,0.18121582018535268,0.12291519295207995,1.0
4048,null_equal_noise,A,3,0.07267789595758914,0.785963494571809,0.11
4048,null_equal_noise,B,4,0.07690041120585135,0.667728118156896,0.31
4048,null_equal_noise,C,6,0.08091752734957255,0.48585138313705634,0.66
4048,null_equal_noise,D,7,0.08307203272249371,0.41271138418302006,0.86
4048,null_equal_noise,E,8,0.07507060251006699,0.12544423705564103,1.0
3049,structured,A,3,0.03241348179911021,0.8001381758559813,0.07
3049,structured,B,4,0.05119896505258747,0.7624544639882066,0.08
3049,structured,C,6,0.08317049846963508,0.5139800379801089,0.59
3049,structured,D,7,0.12923334361866243,0.3443827676482438,0.98
3049,structured,E,8,0.1690006189101016,0.06113071611019093,1.0
4049,null_equal_noise,A,3,0.07880907819419042,0.7842571066863341,0.12
4049,null_equal_noise,B,4,0.07506829682995168,0.7018228651676961,0.29
4049,null_equal_noise,C,6,0.0766541305495848,0.452346278839231,0.83
4049,null_equal_noise,D,7,0.08098729291374687,0.3433523469537587,0.98
4049,null_equal_noise,E,8,0.07889155369463893,0.09548914558042716,1.0
